index	tokens	token	true_label	predicted_label
5097	['Who', 'ran', 'the', 'ball', 'twice', 'for', '20', 'yards', 'on', 'this', 'drive', '?', 'Then', 'after', 'an', 'incompletion', ',', 'Thomas', 'Davis', 'tackled', 'Anderson', 'for', 'a', '1-yard', 'gain', 'on', 'third', 'down', ',', 'forcing', 'Denver', 'to', 'settle', 'for', 'a', '3–0', 'lead', 'on', 'a', 'Brandon', 'McManus', '34-yard', 'field', 'goal']	Then	B-focus	O
5097	['Who', 'ran', 'the', 'ball', 'twice', 'for', '20', 'yards', 'on', 'this', 'drive', '?', 'Then', 'after', 'an', 'incompletion', ',', 'Thomas', 'Davis', 'tackled', 'Anderson', 'for', 'a', '1-yard', 'gain', 'on', 'third', 'down', ',', 'forcing', 'Denver', 'to', 'settle', 'for', 'a', '3–0', 'lead', 'on', 'a', 'Brandon', 'McManus', '34-yard', 'field', 'goal']	after	I-focus	O
5097	['Who', 'ran', 'the', 'ball', 'twice', 'for', '20', 'yards', 'on', 'this', 'drive', '?', 'Then', 'after', 'an', 'incompletion', ',', 'Thomas', 'Davis', 'tackled', 'Anderson', 'for', 'a', '1-yard', 'gain', 'on', 'third', 'down', ',', 'forcing', 'Denver', 'to', 'settle', 'for', 'a', '3–0', 'lead', 'on', 'a', 'Brandon', 'McManus', '34-yard', 'field', 'goal']	Thomas	O	B-focus
5098	['In', '2013-14', ',', 'NBC', 'finished', 'behind', 'what', 'network', 'in', 'the', 'ratings', '?', 'NBC', ',', 'which', 'had', 'lagged', 'behind', 'ABC', 'for', 'eight', 'years', ',', 'finished', 'the', 'season', 'in', 'first', 'place', 'in', 'the', '18–49', 'demographic', 'for', 'the', 'first', 'time', 'since', '2004', ',', 'and', 'in', 'second', 'place', 'in', 'total', 'viewership', 'behind', 'long-dominant', 'CBS']	ABC	O	B-focus
5098	['In', '2013-14', ',', 'NBC', 'finished', 'behind', 'what', 'network', 'in', 'the', 'ratings', '?', 'NBC', ',', 'which', 'had', 'lagged', 'behind', 'ABC', 'for', 'eight', 'years', ',', 'finished', 'the', 'season', 'in', 'first', 'place', 'in', 'the', '18–49', 'demographic', 'for', 'the', 'first', 'time', 'since', '2004', ',', 'and', 'in', 'second', 'place', 'in', 'total', 'viewership', 'behind', 'long-dominant', 'CBS']	CBS	B-focus	O
5100	"['What', 'is', 'most', 'of', 'Warsaw', ""'s"", 'modern', 'growth', 'based', 'on', '?', 'Most', 'of', 'the', 'modern', 'day', 'population', 'growth', 'is', 'based', 'on', 'internal', 'migration', 'and', 'urbanisation']"	internal	O	B-focus
5100	"['What', 'is', 'most', 'of', 'Warsaw', ""'s"", 'modern', 'growth', 'based', 'on', '?', 'Most', 'of', 'the', 'modern', 'day', 'population', 'growth', 'is', 'based', 'on', 'internal', 'migration', 'and', 'urbanisation']"	migration	B-focus	I-focus
5104	"['What', 'did', 'Smedley', 'Butler', 'call', 'US', 'foreign', 'Policy', '?', 'American', 'foreign', 'policy', 'was', 'denounced', 'as', 'a', '``', 'racket', ""''"", 'by', 'Smedley', 'Butler', ',', 'an', 'American', 'general']"	a	B-focus	O
5104	"['What', 'did', 'Smedley', 'Butler', 'call', 'US', 'foreign', 'Policy', '?', 'American', 'foreign', 'policy', 'was', 'denounced', 'as', 'a', '``', 'racket', ""''"", 'by', 'Smedley', 'Butler', ',', 'an', 'American', 'general']"	racket	I-focus	B-focus
5106	['From', 'what', 'project', 'groups', 'were', 'the', 'Apollo', 'astronauts', 'selected', '?', 'The', 'Apollo', 'astronauts', 'were', 'chosen', 'from', 'the', 'Project', 'Mercury', 'and', 'Gemini', 'veterans', ',', 'plus', 'from', 'two', 'later', 'astronaut', 'groups']	Project	O	B-focus
5106	['From', 'what', 'project', 'groups', 'were', 'the', 'Apollo', 'astronauts', 'selected', '?', 'The', 'Apollo', 'astronauts', 'were', 'chosen', 'from', 'the', 'Project', 'Mercury', 'and', 'Gemini', 'veterans', ',', 'plus', 'from', 'two', 'later', 'astronaut', 'groups']	Mercury	B-focus	I-focus
5106	['From', 'what', 'project', 'groups', 'were', 'the', 'Apollo', 'astronauts', 'selected', '?', 'The', 'Apollo', 'astronauts', 'were', 'chosen', 'from', 'the', 'Project', 'Mercury', 'and', 'Gemini', 'veterans', ',', 'plus', 'from', 'two', 'later', 'astronaut', 'groups']	veterans	O	I-focus
5114	"['Who', 'has', 'performed', 'all', 'the', 'Doctor', 'Who', 'music', 'since', 'the', '2005', 'Christmas', 'special', '?', 'All', 'the', 'incidental', 'music', 'for', 'the', '2005', 'revived', 'series', 'has', 'been', 'composed', 'by', 'Murray', 'Gold', 'and', 'Ben', 'Foster', 'and', 'has', 'been', 'performed', 'by', 'the', 'BBC', 'National', 'Orchestra', 'of', 'Wales', 'from', 'the', '2005', 'Christmas', 'episode', '``', 'The', 'Christmas', 'Invasion', ""''"", 'onwards']"	the	B-focus	O
5114	"['Who', 'has', 'performed', 'all', 'the', 'Doctor', 'Who', 'music', 'since', 'the', '2005', 'Christmas', 'special', '?', 'All', 'the', 'incidental', 'music', 'for', 'the', '2005', 'revived', 'series', 'has', 'been', 'composed', 'by', 'Murray', 'Gold', 'and', 'Ben', 'Foster', 'and', 'has', 'been', 'performed', 'by', 'the', 'BBC', 'National', 'Orchestra', 'of', 'Wales', 'from', 'the', '2005', 'Christmas', 'episode', '``', 'The', 'Christmas', 'Invasion', ""''"", 'onwards']"	BBC	I-focus	B-focus
5115	"['What', 'was', 'Manning', ""'s"", 'passer', 'rating', 'for', 'the', '2015', 'season', '?', 'Veteran', 'receiver', 'Demaryius', 'Thomas', 'led', 'the', 'team', 'with', '105', 'receptions', 'for', '1,304', 'yards', 'and', 'six', 'touchdowns', ',', 'while', 'Emmanuel', 'Sanders', 'caught', '76', 'passes', 'for', '1,135', 'yards', 'and', 'six', 'scores', ',', 'while', 'adding', 'another', '106', 'yards', 'returning', 'punts']"	Veteran	O	B-focus
5116	['When', 'did', 'the', 'Rhine', 'stop', 'being', 'the', 'Roman', 'boundary', '?', 'The', 'northern', 'section', 'of', 'this', 'frontier', ',', 'where', 'the', 'Rhine', 'is', 'deep', 'and', 'broad', ',', 'remained', 'the', 'Roman', 'boundary', 'until', 'the', 'empire', 'fell']	until	O	B-focus
5116	['When', 'did', 'the', 'Rhine', 'stop', 'being', 'the', 'Roman', 'boundary', '?', 'The', 'northern', 'section', 'of', 'this', 'frontier', ',', 'where', 'the', 'Rhine', 'is', 'deep', 'and', 'broad', ',', 'remained', 'the', 'Roman', 'boundary', 'until', 'the', 'empire', 'fell']	the	B-focus	I-focus
5118	['What', 'northern', 'province', 'in', 'France', 'has', 'a', 'large', 'protestant', 'population', '?', 'Most', 'are', 'concentrated', 'in', 'Alsace', 'in', 'northeast', 'France', 'and', 'the', 'Cévennes', 'mountain', 'region', 'in', 'the', 'south', ',', 'who', 'still', 'regard', 'themselves', 'as', 'Huguenots', 'to', 'this', 'day']	Alsace	B-focus	O
5121	"['Newcastle', 'served', 'as', 'a', 'northern', 'fortress', 'for', 'which', 'country', 'during', 'the', 'Middle', 'Ages', '?', 'Throughout', 'the', 'Middle', 'Ages', ',', 'Newcastle', 'was', 'England', ""'s"", 'northern', 'fortress']"	's	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	Amazon	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	represents	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	over	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	half	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	of	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	the	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	planet	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	's	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	remaining	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	rainforests	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	,	I-focus	O
5122	"['During', 'what', 'time', 'did', 'the', 'rainforest', 'spanned', 'a', 'narrow', 'band', '?', 'The', 'Amazon', 'represents', 'over', 'half', 'of', 'the', 'planet', ""'s"", 'remaining', 'rainforests', ',', 'and', 'comprises', 'the', 'largest', 'and', 'most', 'biodiverse', 'tract', 'of', 'tropical', 'rainforest', 'in', 'the', 'world', ',', 'with', 'an', 'estimated', '390', 'billion', 'individual', 'trees', 'divided', 'into', '16,000', 'species']"	and	I-focus	O
5123	['What', 'older', 'dynasty', 'was', 'replaced', 'by', 'the', 'Western', 'Liao', ',', 'or', 'Qara', 'Khitai', '?', 'Kuchlug', ',', 'the', 'deposed', 'Khan', 'of', 'the', 'Naiman', 'confederation', 'that', 'Temüjin', 'defeated', 'and', 'folded', 'into', 'his', 'Mongol', 'Empire', ',', 'fled', 'west', 'and', 'usurped', 'the', 'khanate', 'of', 'Qara', 'Khitai', '(', 'also', 'known', 'as', 'the', 'Western', 'Liao', ',', 'as', 'it', 'was', 'originally', 'established', 'as', 'remnants', 'of', 'the', 'Liao', 'dynasty', ')']	the	B-focus	O
5123	['What', 'older', 'dynasty', 'was', 'replaced', 'by', 'the', 'Western', 'Liao', ',', 'or', 'Qara', 'Khitai', '?', 'Kuchlug', ',', 'the', 'deposed', 'Khan', 'of', 'the', 'Naiman', 'confederation', 'that', 'Temüjin', 'defeated', 'and', 'folded', 'into', 'his', 'Mongol', 'Empire', ',', 'fled', 'west', 'and', 'usurped', 'the', 'khanate', 'of', 'Qara', 'Khitai', '(', 'also', 'known', 'as', 'the', 'Western', 'Liao', ',', 'as', 'it', 'was', 'originally', 'established', 'as', 'remnants', 'of', 'the', 'Liao', 'dynasty', ')']	Liao	I-focus	B-focus
5123	['What', 'older', 'dynasty', 'was', 'replaced', 'by', 'the', 'Western', 'Liao', ',', 'or', 'Qara', 'Khitai', '?', 'Kuchlug', ',', 'the', 'deposed', 'Khan', 'of', 'the', 'Naiman', 'confederation', 'that', 'Temüjin', 'defeated', 'and', 'folded', 'into', 'his', 'Mongol', 'Empire', ',', 'fled', 'west', 'and', 'usurped', 'the', 'khanate', 'of', 'Qara', 'Khitai', '(', 'also', 'known', 'as', 'the', 'Western', 'Liao', ',', 'as', 'it', 'was', 'originally', 'established', 'as', 'remnants', 'of', 'the', 'Liao', 'dynasty', ')']	dynasty	I-focus	O
5125	"['What', 'was', 'the', 'average', 'duty', 'of', 'a', 'low-pressure', 'Watt', 'engine', '?', 'Watt', ""'s"", 'original', 'low-pressure', 'designs', 'were', 'able', 'to', 'deliver', 'duty', 'as', 'high', 'as', '25', 'million', ',', 'but', 'averaged', 'about', '17']"	17	B-focus	O
5129	['What', 'plateau', 'has', 'groups', 'of', 'clay', 'pits', '?', 'The', 'plain', 'moraine', 'plateau', 'has', 'only', 'a', 'few', 'natural', 'and', 'artificial', 'ponds', 'and', 'also', 'groups', 'of', 'clay', 'pits']	plain	O	B-focus
5129	['What', 'plateau', 'has', 'groups', 'of', 'clay', 'pits', '?', 'The', 'plain', 'moraine', 'plateau', 'has', 'only', 'a', 'few', 'natural', 'and', 'artificial', 'ponds', 'and', 'also', 'groups', 'of', 'clay', 'pits']	moraine	B-focus	I-focus
5131	"['When', 'did', 'the', 'General', 'Sejm', 'make', 'Warsaw', 'it', ""'s"", 'permanent', 'seat', '?', 'In', '1529', ',', 'Warsaw', 'for', 'the', 'first', 'time', 'became', 'the', 'seat', 'of', 'the', 'General', 'Sejm', ',', 'permanent', 'from', '1569']"	1529	O	B-focus
5132	['Who', 'assisted', 'Wesley', 'with', 'ordaining', 'Whatcoat', 'and', 'Vasey', 'as', 'presbyters', '?', 'As', 'a', 'result', 'of', 'the', 'American', 'Revolution', ',', 'John', 'Wesley', 'was', 'compelled', 'in', '1784', 'to', 'break', 'with', 'standard', 'practice', 'and', 'ordain', 'two', 'of', 'his', 'lay', 'preachers', 'as', 'presbyters', ',', 'Thomas', 'Vasey', 'and', 'Richard', 'Whatcoat']	As	B-focus	O
5132	['Who', 'assisted', 'Wesley', 'with', 'ordaining', 'Whatcoat', 'and', 'Vasey', 'as', 'presbyters', '?', 'As', 'a', 'result', 'of', 'the', 'American', 'Revolution', ',', 'John', 'Wesley', 'was', 'compelled', 'in', '1784', 'to', 'break', 'with', 'standard', 'practice', 'and', 'ordain', 'two', 'of', 'his', 'lay', 'preachers', 'as', 'presbyters', ',', 'Thomas', 'Vasey', 'and', 'Richard', 'Whatcoat']	a	I-focus	O
5132	['Who', 'assisted', 'Wesley', 'with', 'ordaining', 'Whatcoat', 'and', 'Vasey', 'as', 'presbyters', '?', 'As', 'a', 'result', 'of', 'the', 'American', 'Revolution', ',', 'John', 'Wesley', 'was', 'compelled', 'in', '1784', 'to', 'break', 'with', 'standard', 'practice', 'and', 'ordain', 'two', 'of', 'his', 'lay', 'preachers', 'as', 'presbyters', ',', 'Thomas', 'Vasey', 'and', 'Richard', 'Whatcoat']	result	I-focus	O
5132	['Who', 'assisted', 'Wesley', 'with', 'ordaining', 'Whatcoat', 'and', 'Vasey', 'as', 'presbyters', '?', 'As', 'a', 'result', 'of', 'the', 'American', 'Revolution', ',', 'John', 'Wesley', 'was', 'compelled', 'in', '1784', 'to', 'break', 'with', 'standard', 'practice', 'and', 'ordain', 'two', 'of', 'his', 'lay', 'preachers', 'as', 'presbyters', ',', 'Thomas', 'Vasey', 'and', 'Richard', 'Whatcoat']	John	O	B-focus
5132	['Who', 'assisted', 'Wesley', 'with', 'ordaining', 'Whatcoat', 'and', 'Vasey', 'as', 'presbyters', '?', 'As', 'a', 'result', 'of', 'the', 'American', 'Revolution', ',', 'John', 'Wesley', 'was', 'compelled', 'in', '1784', 'to', 'break', 'with', 'standard', 'practice', 'and', 'ordain', 'two', 'of', 'his', 'lay', 'preachers', 'as', 'presbyters', ',', 'Thomas', 'Vasey', 'and', 'Richard', 'Whatcoat']	Wesley	O	I-focus
5134	['What', 'type', 'of', 'theater', 'do', 'the', 'neighborhoods', 'feature', '?', 'The', 'neighborhood', 'features', 'restaurants', ',', 'live', 'theater', 'and', 'nightclubs', ',', 'as', 'well', 'as', 'several', 'independent', 'shops', 'and', 'bookstores', ',', 'currently', 'operating', 'on', 'or', 'near', 'Olive', 'Avenue', ',', 'and', 'all', 'within', 'a', 'few', 'hundred', 'feet', 'of', 'each', 'other']	live	B-focus	I-focus
5134	['What', 'type', 'of', 'theater', 'do', 'the', 'neighborhoods', 'feature', '?', 'The', 'neighborhood', 'features', 'restaurants', ',', 'live', 'theater', 'and', 'nightclubs', ',', 'as', 'well', 'as', 'several', 'independent', 'shops', 'and', 'bookstores', ',', 'currently', 'operating', 'on', 'or', 'near', 'Olive', 'Avenue', ',', 'and', 'all', 'within', 'a', 'few', 'hundred', 'feet', 'of', 'each', 'other']	theater	I-focus	O
5137	"['Why', 'are', ""n't"", 'some', 'forms', 'of', 'Hæmatococcus', 'pluvialis', 'green', '?', 'Most', 'green', 'chloroplasts', 'are', '(', 'obviously', ')', 'green', ',', 'though', 'some', 'are', ""n't"", ',', 'like', 'some', 'forms', 'of', 'Hæmatococcus', 'pluvialis', ',', 'due', 'to', 'accessory', 'pigments', 'that', 'override', 'the', 'chlorophylls', ""'"", 'green', 'colors']"	accessory	B-focus	I-focus
5140	['What', 'did', 'the', 'Zuider', 'Zee', 'brackish', 'lagoon', 'change', 'into', '?', 'The', 'river', 'IJssel', 'branch', 'flows', 'to', 'the', 'north', 'and', 'enters', 'the', 'IJsselmeer', ',', 'formerly', 'the', 'Zuider', 'Zee', 'brackish', 'lagoon', ';', 'however', ',', 'since', '1932', ',', 'a', 'freshwater', 'lake']	IJsselmeer	O	B-focus
5140	['What', 'did', 'the', 'Zuider', 'Zee', 'brackish', 'lagoon', 'change', 'into', '?', 'The', 'river', 'IJssel', 'branch', 'flows', 'to', 'the', 'north', 'and', 'enters', 'the', 'IJsselmeer', ',', 'formerly', 'the', 'Zuider', 'Zee', 'brackish', 'lagoon', ';', 'however', ',', 'since', '1932', ',', 'a', 'freshwater', 'lake']	freshwater	B-focus	O
5140	['What', 'did', 'the', 'Zuider', 'Zee', 'brackish', 'lagoon', 'change', 'into', '?', 'The', 'river', 'IJssel', 'branch', 'flows', 'to', 'the', 'north', 'and', 'enters', 'the', 'IJsselmeer', ',', 'formerly', 'the', 'Zuider', 'Zee', 'brackish', 'lagoon', ';', 'however', ',', 'since', '1932', ',', 'a', 'freshwater', 'lake']	lake	I-focus	O
5141	['What', 'kind', 'of', 'market', 'is', 'Kenya', 'considered', '?', 'Kenya', 'is', 'usually', 'classified', 'as', 'a', 'frontier', 'market', 'or', 'occasionally', 'an', 'emerging', 'market', ',', 'but', 'it', 'is', 'not', 'one', 'of', 'the', 'least', 'developed', 'countries']	a	B-focus	O
5141	['What', 'kind', 'of', 'market', 'is', 'Kenya', 'considered', '?', 'Kenya', 'is', 'usually', 'classified', 'as', 'a', 'frontier', 'market', 'or', 'occasionally', 'an', 'emerging', 'market', ',', 'but', 'it', 'is', 'not', 'one', 'of', 'the', 'least', 'developed', 'countries']	frontier	I-focus	B-focus
5141	['What', 'kind', 'of', 'market', 'is', 'Kenya', 'considered', '?', 'Kenya', 'is', 'usually', 'classified', 'as', 'a', 'frontier', 'market', 'or', 'occasionally', 'an', 'emerging', 'market', ',', 'but', 'it', 'is', 'not', 'one', 'of', 'the', 'least', 'developed', 'countries']	market	I-focus	O
